,Round,Startdate,SIP_Cage,IdRFID,Animal,ARF_Cage,Sex,weight_pre,notes,index,VDM_file,Cage_VDM,VDM_Time,variable,value,VDM_datetime,VDM_timestamp,VDM_date,VDM_day,VDM_time,VDM_hour,VDM_min,VDM_second,ld_seg,VDM_drink,RFID_eventDuration,RFID_assign_id_pre,RFID_assign_var_pre,RFID_datetime_start_pre,RFID_datetime_end_pre,ld_cycle,ld_day,VDM_RFID_timediff,VDM_RFID_timediff_bool,day_count,min_count,sec_count,hour_count_running,min_count_running,sec_count_running,Substance
0,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,1528,c.br.o.g_fm_211213.csv,2,12/16/21 05:42:47,drink_1,0.021,2021-12-16 05:42:47,1639633367.0,2021-12-16,16,05:42:47,5,42,47,dark_am,VDM_cherry,0.344,041ABFF5CF,cherry,2021-12-16 05:42:46.542038400,2021-12-16 05:42:46.886038400,dark,4.0,0.113961,diff,4,342,20567,77,4662,279707,cherry
1,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,1862,c.br.o.g_fm_211213.csv,2,12/16/21 22:30:14,drink_1,0.021,2021-12-16 22:30:14,1639693814.0,2021-12-16,16,22:30:14,22,30,14,dark_pm,VDM_cherry,0.715,041ABFF5CF,cherry,2021-12-16 22:30:13.362969600,2021-12-16 22:30:14.077969600,dark,5.0,0.0,same,4,1350,81014,94,5670,340154,cherry
2,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,2478,c.br.o.g_fm_211213.csv,2,12/18/21 00:27:29,drink_1,0.021,2021-12-18 00:27:29,1639787249.0,2021-12-18,18,00:27:29,0,27,29,dark_am,VDM_cherry,0.536,041ABFF5CF,cherry,2021-12-18 00:27:28.700006400,2021-12-18 00:27:29.236006400,dark,6.0,0.0,same,6,27,1649,120,7227,433589,cherry
3,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,2931,c.br.o.g_fm_211213.csv,2,12/18/21 20:39:05,drink_1,0.021,2021-12-18 20:39:05,1639859945.0,2021-12-18,18,20:39:05,20,39,5,dark_pm,VDM_cherry,0.653,041ABFF5CF,cherry,2021-12-18 20:39:04.101004800,2021-12-18 20:39:04.754004800,dark,7.0,0.245995,diff,6,1239,74345,140,8439,506285,cherry
4,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,3934,c.br.o.g_fm_211213.csv,2,12/13/21 21:45:28,drink_4,0.021,2021-12-13 21:45:28,1639431928.0,2021-12-13,13,21:45:28,21,45,28,dark_pm,VDM_grape,1.358,041ABFF5CF,grape,2021-12-13 21:45:26.933990400,2021-12-13 21:45:28.291990400,dark,2.0,0.0,same,1,1305,78328,21,1305,78268,grape
5,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,3938,c.br.o.g_fm_211213.csv,2,12/13/21 21:53:18,drink_4,0.021,2021-12-13 21:53:18,1639432398.0,2021-12-13,13,21:53:18,21,53,18,dark_pm,VDM_grape,0.081,041ABFF5CF,grape,2021-12-13 21:53:17.677046400,2021-12-13 21:53:17.758046400,dark,2.0,0.241953,diff,1,1313,78798,21,1313,78738,grape
6,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5310,c.br.o.g_fm_211213.csv,2,12/15/21 04:38:47,drink_4,0.021,2021-12-15 04:38:47,1639543127.0,2021-12-15,15,04:38:47,4,38,47,dark_am,VDM_grape,62.76,041ABFF5CF,grape,2021-12-15 04:38:17.388038400,2021-12-15 04:39:20.148038400,dark,3.0,0.0,same,3,278,16727,52,3158,189467,grape
7,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5324,c.br.o.g_fm_211213.csv,2,12/15/21 04:42:18,drink_4,0.021,2021-12-15 04:42:18,1639543338.0,2021-12-15,15,04:42:18,4,42,18,dark_am,VDM_grape,124.245,041ABFF5CF,grape,2021-12-15 04:41:27.092025600,2021-12-15 04:43:31.337025600,dark,3.0,0.0,same,3,282,16938,52,3162,189678,grape
8,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5330,c.br.o.g_fm_211213.csv,2,12/15/21 04:43:46,drink_4,0.021,2021-12-15 04:43:46,1639543426.0,2021-12-15,15,04:43:46,4,43,46,dark_am,VDM_grape,14.154,041ABFF5CF,grape,2021-12-15 04:43:44.644022399,2021-12-15 04:43:58.798022399,dark,3.0,0.0,same,3,283,17026,52,3163,189766,grape
9,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5369,c.br.o.g_fm_211213.csv,2,12/15/21 05:30:39,drink_4,0.021,2021-12-15 05:30:39,1639546239.0,2021-12-15,15,05:30:39,5,30,39,dark_am,VDM_grape,0.868,041ABFF5CF,grape,2021-12-15 05:30:37.422028800,2021-12-15 05:30:38.290028800,dark,3.0,0.709971,diff,3,330,19839,53,3210,192579,grape
10,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5393,c.br.o.g_fm_211213.csv,2,12/15/21 05:59:10,drink_4,0.021,2021-12-15 05:59:10,1639547950.0,2021-12-15,15,05:59:10,5,59,10,dark_am,VDM_grape,15.878,041ABFF5CF,grape,2021-12-15 05:59:08.109974400,2021-12-15 05:59:23.987974400,dark,3.0,0.0,same,3,359,21550,53,3239,194290,grape
11,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5394,c.br.o.g_fm_211213.csv,2,12/15/21 05:59:26,drink_4,0.021,2021-12-15 05:59:26,1639547966.0,2021-12-15,15,05:59:26,5,59,26,dark_am,VDM_grape,2.042,041ABFF5CF,grape,2021-12-15 05:59:25.903017600,2021-12-15 05:59:27.945017600,dark,3.0,0.0,same,3,359,21566,53,3239,194306,grape
12,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5396,c.br.o.g_fm_211213.csv,2,12/15/21 05:59:42,drink_4,0.021,2021-12-15 05:59:42,1639547982.0,2021-12-15,15,05:59:42,5,59,42,dark_am,VDM_grape,194.341,041ABFF5CF,grape,2021-12-15 05:59:32.878003200,2021-12-15 06:02:47.219003200,dark,3.0,0.0,same,3,359,21582,53,3239,194322,grape
13,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5397,c.br.o.g_fm_211213.csv,2,12/15/21 05:59:57,drink_4,0.021,2021-12-15 05:59:57,1639547997.0,2021-12-15,15,05:59:57,5,59,57,dark_am,VDM_grape,194.341,041ABFF5CF,grape,2021-12-15 05:59:32.878003200,2021-12-15 06:02:47.219003200,dark,3.0,0.0,same,3,359,21597,53,3239,194337,grape
14,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5398,c.br.o.g_fm_211213.csv,2,12/15/21 06:00:38,drink_4,0.021,2021-12-15 06:00:38,1639548038.0,2021-12-15,15,06:00:38,6,0,38,light,VDM_grape,194.341,041ABFF5CF,grape,2021-12-15 05:59:32.878003200,2021-12-15 06:02:47.219003200,dark,3.0,0.0,same,3,360,21638,54,3240,194378,grape
15,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5399,c.br.o.g_fm_211213.csv,2,12/15/21 06:01:13,drink_4,0.021,2021-12-15 06:01:13,1639548073.0,2021-12-15,15,06:01:13,6,1,13,light,VDM_grape,194.341,041ABFF5CF,grape,2021-12-15 05:59:32.878003200,2021-12-15 06:02:47.219003200,dark,3.0,0.0,same,3,361,21673,54,3241,194413,grape
16,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5400,c.br.o.g_fm_211213.csv,2,12/15/21 06:01:24,drink_4,0.021,2021-12-15 06:01:24,1639548084.0,2021-12-15,15,06:01:24,6,1,24,light,VDM_grape,194.341,041ABFF5CF,grape,2021-12-15 05:59:32.878003200,2021-12-15 06:02:47.219003200,dark,3.0,0.0,same,3,361,21684,54,3241,194424,grape
17,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5401,c.br.o.g_fm_211213.csv,2,12/15/21 06:01:40,drink_4,0.021,2021-12-15 06:01:40,1639548100.0,2021-12-15,15,06:01:40,6,1,40,light,VDM_grape,194.341,041ABFF5CF,grape,2021-12-15 05:59:32.878003200,2021-12-15 06:02:47.219003200,dark,3.0,0.0,same,3,361,21700,54,3241,194440,grape
18,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5415,c.br.o.g_fm_211213.csv,2,12/15/21 06:21:28,drink_4,0.021,2021-12-15 06:21:28,1639549288.0,2021-12-15,15,06:21:28,6,21,28,light,VDM_grape,27.988,041ABFF5CF,grape,2021-12-15 06:21:22.829961600,2021-12-15 06:21:50.817961600,light,3.0,0.0,same,3,381,22888,54,3261,195628,grape
19,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5416,c.br.o.g_fm_211213.csv,2,12/15/21 06:22:07,drink_4,0.021,2021-12-15 06:22:07,1639549327.0,2021-12-15,15,06:22:07,6,22,7,light,VDM_grape,27.487,041ABFF5CF,grape,2021-12-15 06:21:51.933024000,2021-12-15 06:22:19.420024000,light,3.0,0.0,same,3,382,22927,54,3262,195667,grape
20,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5417,c.br.o.g_fm_211213.csv,2,12/15/21 06:22:22,drink_4,0.021,2021-12-15 06:22:22,1639549342.0,2021-12-15,15,06:22:22,6,22,22,light,VDM_grape,1.047,041ABFF5CF,grape,2021-12-15 06:22:21.175017600,2021-12-15 06:22:22.222017600,light,3.0,0.0,same,3,382,22942,54,3262,195682,grape
21,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5418,c.br.o.g_fm_211213.csv,2,12/15/21 06:22:39,drink_4,0.021,2021-12-15 06:22:39,1639549359.0,2021-12-15,15,06:22:39,6,22,39,light,VDM_grape,79.446,041ABFF5CF,grape,2021-12-15 06:22:26.981011200,2021-12-15 06:23:46.427011200,light,3.0,0.0,same,3,382,22959,54,3262,195699,grape
22,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5419,c.br.o.g_fm_211213.csv,2,12/15/21 06:28:29,drink_4,0.021,2021-12-15 06:28:29,1639549709.0,2021-12-15,15,06:28:29,6,28,29,light,VDM_grape,143.901,041ABFF5CF,grape,2021-12-15 06:28:06.801024000,2021-12-15 06:30:30.702024000,light,3.0,0.0,same,3,388,23309,54,3268,196049,grape
23,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5420,c.br.o.g_fm_211213.csv,2,12/15/21 06:28:42,drink_4,0.021,2021-12-15 06:28:42,1639549722.0,2021-12-15,15,06:28:42,6,28,42,light,VDM_grape,143.901,041ABFF5CF,grape,2021-12-15 06:28:06.801024000,2021-12-15 06:30:30.702024000,light,3.0,0.0,same,3,388,23322,54,3268,196062,grape
24,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5421,c.br.o.g_fm_211213.csv,2,12/15/21 06:29:03,drink_4,0.021,2021-12-15 06:29:03,1639549743.0,2021-12-15,15,06:29:03,6,29,3,light,VDM_grape,143.901,041ABFF5CF,grape,2021-12-15 06:28:06.801024000,2021-12-15 06:30:30.702024000,light,3.0,0.0,same,3,389,23343,54,3269,196083,grape
25,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5422,c.br.o.g_fm_211213.csv,2,12/15/21 06:29:19,drink_4,0.021,2021-12-15 06:29:19,1639549759.0,2021-12-15,15,06:29:19,6,29,19,light,VDM_grape,143.901,041ABFF5CF,grape,2021-12-15 06:28:06.801024000,2021-12-15 06:30:30.702024000,light,3.0,0.0,same,3,389,23359,54,3269,196099,grape
26,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5442,c.br.o.g_fm_211213.csv,2,12/15/21 07:41:58,drink_4,0.021,2021-12-15 07:41:58,1639554118.0,2021-12-15,15,07:41:58,7,41,58,light,VDM_grape,45.3,041ABFF5CF,grape,2021-12-15 07:41:44.811024000,2021-12-15 07:42:30.111024000,light,3.0,0.0,same,3,461,27718,55,3341,200458,grape
27,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5443,c.br.o.g_fm_211213.csv,2,12/15/21 07:42:12,drink_4,0.021,2021-12-15 07:42:12,1639554132.0,2021-12-15,15,07:42:12,7,42,12,light,VDM_grape,45.3,041ABFF5CF,grape,2021-12-15 07:41:44.811024000,2021-12-15 07:42:30.111024000,light,3.0,0.0,same,3,462,27732,55,3342,200472,grape
28,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5444,c.br.o.g_fm_211213.csv,2,12/15/21 07:42:30,drink_4,0.021,2021-12-15 07:42:30,1639554150.0,2021-12-15,15,07:42:30,7,42,30,light,VDM_grape,45.3,041ABFF5CF,grape,2021-12-15 07:41:44.811024000,2021-12-15 07:42:30.111024000,light,3.0,0.0,same,3,462,27750,55,3342,200490,grape
29,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5445,c.br.o.g_fm_211213.csv,2,12/15/21 07:42:44,drink_4,0.021,2021-12-15 07:42:44,1639554164.0,2021-12-15,15,07:42:44,7,42,44,light,VDM_grape,27.102,041ABFF5CF,grape,2021-12-15 07:42:35.672025600,2021-12-15 07:43:02.774025600,light,3.0,0.0,same,3,462,27764,55,3342,200504,grape
30,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5455,c.br.o.g_fm_211213.csv,2,12/15/21 07:51:50,drink_4,0.021,2021-12-15 07:51:50,1639554710.0,2021-12-15,15,07:51:50,7,51,50,light,VDM_grape,3.461,041ABFF5CF,grape,2021-12-15 07:51:49.236998399,2021-12-15 07:51:52.697998399,light,3.0,0.0,same,3,471,28310,55,3351,201050,grape
31,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5456,c.br.o.g_fm_211213.csv,2,12/15/21 07:51:58,drink_4,0.021,2021-12-15 07:51:58,1639554718.0,2021-12-15,15,07:51:58,7,51,58,light,VDM_grape,0.918,041ABFF5CF,grape,2021-12-15 07:51:57.713011200,2021-12-15 07:51:58.631011200,light,3.0,0.0,same,3,471,28318,55,3351,201058,grape
32,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5458,c.br.o.g_fm_211213.csv,2,12/15/21 07:52:14,drink_4,0.021,2021-12-15 07:52:14,1639554734.0,2021-12-15,15,07:52:14,7,52,14,light,VDM_grape,0.532,041ABFF5CF,grape,2021-12-15 07:52:13.430035200,2021-12-15 07:52:13.962035200,light,3.0,0.037964,diff,3,472,28334,55,3352,201074,grape
33,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5461,c.br.o.g_fm_211213.csv,2,12/15/21 07:52:52,drink_4,0.021,2021-12-15 07:52:52,1639554772.0,2021-12-15,15,07:52:52,7,52,52,light,VDM_grape,84.022,041ABFF5CF,grape,2021-12-15 07:52:36.222009600,2021-12-15 07:54:00.244009600,light,3.0,0.0,same,3,472,28372,55,3352,201112,grape
34,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5462,c.br.o.g_fm_211213.csv,2,12/15/21 07:52:57,drink_4,0.021,2021-12-15 07:52:57,1639554777.0,2021-12-15,15,07:52:57,7,52,57,light,VDM_grape,84.022,041ABFF5CF,grape,2021-12-15 07:52:36.222009600,2021-12-15 07:54:00.244009600,light,3.0,0.0,same,3,472,28377,55,3352,201117,grape
35,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5463,c.br.o.g_fm_211213.csv,2,12/15/21 07:53:06,drink_4,0.021,2021-12-15 07:53:06,1639554786.0,2021-12-15,15,07:53:06,7,53,6,light,VDM_grape,84.022,041ABFF5CF,grape,2021-12-15 07:52:36.222009600,2021-12-15 07:54:00.244009600,light,3.0,0.0,same,3,473,28386,55,3353,201126,grape
36,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5464,c.br.o.g_fm_211213.csv,2,12/15/21 07:53:14,drink_4,0.021,2021-12-15 07:53:14,1639554794.0,2021-12-15,15,07:53:14,7,53,14,light,VDM_grape,84.022,041ABFF5CF,grape,2021-12-15 07:52:36.222009600,2021-12-15 07:54:00.244009600,light,3.0,0.0,same,3,473,28394,55,3353,201134,grape
37,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5471,c.br.o.g_fm_211213.csv,2,12/15/21 07:57:39,drink_4,0.021,2021-12-15 07:57:39,1639555059.0,2021-12-15,15,07:57:39,7,57,39,light,VDM_grape,53.845,041ABFF5CF,grape,2021-12-15 07:57:20.903961600,2021-12-15 07:58:14.748961600,light,3.0,0.0,same,3,477,28659,55,3357,201399,grape
38,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5472,c.br.o.g_fm_211213.csv,2,12/15/21 07:57:50,drink_4,0.021,2021-12-15 07:57:50,1639555070.0,2021-12-15,15,07:57:50,7,57,50,light,VDM_grape,53.845,041ABFF5CF,grape,2021-12-15 07:57:20.903961600,2021-12-15 07:58:14.748961600,light,3.0,0.0,same,3,477,28670,55,3357,201410,grape
39,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5473,c.br.o.g_fm_211213.csv,2,12/15/21 07:58:09,drink_4,0.021,2021-12-15 07:58:09,1639555089.0,2021-12-15,15,07:58:09,7,58,9,light,VDM_grape,53.845,041ABFF5CF,grape,2021-12-15 07:57:20.903961600,2021-12-15 07:58:14.748961600,light,3.0,0.0,same,3,478,28689,55,3358,201429,grape
40,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5474,c.br.o.g_fm_211213.csv,2,12/15/21 07:58:14,drink_4,0.021,2021-12-15 07:58:14,1639555094.0,2021-12-15,15,07:58:14,7,58,14,light,VDM_grape,53.845,041ABFF5CF,grape,2021-12-15 07:57:20.903961600,2021-12-15 07:58:14.748961600,light,3.0,0.0,same,3,478,28694,55,3358,201434,grape
41,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5475,c.br.o.g_fm_211213.csv,2,12/15/21 07:58:23,drink_4,0.021,2021-12-15 07:58:23,1639555103.0,2021-12-15,15,07:58:23,7,58,23,light,VDM_grape,6.955,041ABFF5CF,grape,2021-12-15 07:58:22.212019200,2021-12-15 07:58:29.167019200,light,3.0,0.0,same,3,478,28703,55,3358,201443,grape
42,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5476,c.br.o.g_fm_211213.csv,2,12/15/21 07:58:33,drink_4,0.021,2021-12-15 07:58:33,1639555113.0,2021-12-15,15,07:58:33,7,58,33,light,VDM_grape,5.26,041ABFF5CF,grape,2021-12-15 07:58:30.906969600,2021-12-15 07:58:36.166969600,light,3.0,0.0,same,3,478,28713,55,3358,201453,grape
43,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5477,c.br.o.g_fm_211213.csv,2,12/15/21 07:58:42,drink_4,0.021,2021-12-15 07:58:42,1639555122.0,2021-12-15,15,07:58:42,7,58,42,light,VDM_grape,3.976,041ABFF5CF,grape,2021-12-15 07:58:37.370035200,2021-12-15 07:58:41.346035200,light,3.0,0.653964,diff,3,478,28722,55,3358,201462,grape
44,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5505,c.br.o.g_fm_211213.csv,2,12/15/21 09:27:07,drink_4,0.021,2021-12-15 09:27:07,1639560427.0,2021-12-15,15,09:27:07,9,27,7,light,VDM_grape,5.931,041ABFF5CF,grape,2021-12-15 09:27:04.018982400,2021-12-15 09:27:09.949982400,light,3.0,0.0,same,3,567,34027,57,3447,206767,grape
45,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5506,c.br.o.g_fm_211213.csv,2,12/15/21 09:27:13,drink_4,0.021,2021-12-15 09:27:13,1639560433.0,2021-12-15,15,09:27:13,9,27,13,light,VDM_grape,0.898,041ABFF5CF,grape,2021-12-15 09:27:12.796012800,2021-12-15 09:27:13.694012800,light,3.0,0.0,same,3,567,34033,57,3447,206773,grape
46,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5509,c.br.o.g_fm_211213.csv,2,12/15/21 09:27:35,drink_4,0.021,2021-12-15 09:27:35,1639560455.0,2021-12-15,15,09:27:35,9,27,35,light,VDM_grape,8.726,041ABFF5CF,grape,2021-12-15 09:27:30.781036800,2021-12-15 09:27:39.507036800,light,3.0,0.0,same,3,567,34055,57,3447,206795,grape
47,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5510,c.br.o.g_fm_211213.csv,2,12/15/21 09:27:45,drink_4,0.021,2021-12-15 09:27:45,1639560465.0,2021-12-15,15,09:27:45,9,27,45,light,VDM_grape,0.075,041ABFF5CF,grape,2021-12-15 09:27:43.950038400,2021-12-15 09:27:44.025038400,light,3.0,0.974961,diff,3,567,34065,57,3447,206805,grape
48,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5512,c.br.o.g_fm_211213.csv,2,12/15/21 09:27:58,drink_4,0.021,2021-12-15 09:27:58,1639560478.0,2021-12-15,15,09:27:58,9,27,58,light,VDM_grape,8.96,041ABFF5CF,grape,2021-12-15 09:27:48.918988800,2021-12-15 09:27:57.878988800,light,3.0,0.121011,diff,3,567,34078,57,3447,206818,grape
49,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5513,c.br.o.g_fm_211213.csv,2,12/15/21 09:28:04,drink_4,0.021,2021-12-15 09:28:04,1639560484.0,2021-12-15,15,09:28:04,9,28,4,light,VDM_grape,0.111,041ABFF5CF,grape,2021-12-15 09:28:03.718963200,2021-12-15 09:28:03.829963200,light,3.0,0.170036,diff,3,568,34084,57,3448,206824,grape
50,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5518,c.br.o.g_fm_211213.csv,2,12/15/21 09:28:37,drink_4,0.021,2021-12-15 09:28:37,1639560517.0,2021-12-15,15,09:28:37,9,28,37,light,VDM_grape,15.252,041ABFF5CF,grape,2021-12-15 09:28:26.398012799,2021-12-15 09:28:41.650012799,light,3.0,0.0,same,3,568,34117,57,3448,206857,grape
51,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5520,c.br.o.g_fm_211213.csv,2,12/15/21 09:28:55,drink_4,0.021,2021-12-15 09:28:55,1639560535.0,2021-12-15,15,09:28:55,9,28,55,light,VDM_grape,13.748,041ABFF5CF,grape,2021-12-15 09:28:47.954985600,2021-12-15 09:29:01.702985600,light,3.0,0.0,same,3,568,34135,57,3448,206875,grape
52,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5521,c.br.o.g_fm_211213.csv,2,12/15/21 09:36:18,drink_4,0.021,2021-12-15 09:36:18,1639560978.0,2021-12-15,15,09:36:18,9,36,18,light,VDM_grape,49.15,041ABFF5CF,grape,2021-12-15 09:36:03.609964800,2021-12-15 09:36:52.759964800,light,3.0,0.0,same,3,576,34578,57,3456,207318,grape
53,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5522,c.br.o.g_fm_211213.csv,2,12/15/21 09:36:24,drink_4,0.021,2021-12-15 09:36:24,1639560984.0,2021-12-15,15,09:36:24,9,36,24,light,VDM_grape,49.15,041ABFF5CF,grape,2021-12-15 09:36:03.609964800,2021-12-15 09:36:52.759964800,light,3.0,0.0,same,3,576,34584,57,3456,207324,grape
54,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5523,c.br.o.g_fm_211213.csv,2,12/15/21 09:36:29,drink_4,0.021,2021-12-15 09:36:29,1639560989.0,2021-12-15,15,09:36:29,9,36,29,light,VDM_grape,49.15,041ABFF5CF,grape,2021-12-15 09:36:03.609964800,2021-12-15 09:36:52.759964800,light,3.0,0.0,same,3,576,34589,57,3456,207329,grape
55,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5524,c.br.o.g_fm_211213.csv,2,12/15/21 09:36:37,drink_4,0.021,2021-12-15 09:36:37,1639560997.0,2021-12-15,15,09:36:37,9,36,37,light,VDM_grape,49.15,041ABFF5CF,grape,2021-12-15 09:36:03.609964800,2021-12-15 09:36:52.759964800,light,3.0,0.0,same,3,576,34597,57,3456,207337,grape
56,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5525,c.br.o.g_fm_211213.csv,2,12/15/21 09:36:45,drink_4,0.021,2021-12-15 09:36:45,1639561005.0,2021-12-15,15,09:36:45,9,36,45,light,VDM_grape,49.15,041ABFF5CF,grape,2021-12-15 09:36:03.609964800,2021-12-15 09:36:52.759964800,light,3.0,0.0,same,3,576,34605,57,3456,207345,grape
57,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5526,c.br.o.g_fm_211213.csv,2,12/15/21 09:36:49,drink_4,0.021,2021-12-15 09:36:49,1639561009.0,2021-12-15,15,09:36:49,9,36,49,light,VDM_grape,49.15,041ABFF5CF,grape,2021-12-15 09:36:03.609964800,2021-12-15 09:36:52.759964800,light,3.0,0.0,same,3,576,34609,57,3456,207349,grape
58,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5527,c.br.o.g_fm_211213.csv,2,12/15/21 09:36:56,drink_4,0.021,2021-12-15 09:36:56,1639561016.0,2021-12-15,15,09:36:56,9,36,56,light,VDM_grape,26.82,041ABFF5CF,grape,2021-12-15 09:36:53.876016000,2021-12-15 09:37:20.696016000,light,3.0,0.0,same,3,576,34616,57,3456,207356,grape
59,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5528,c.br.o.g_fm_211213.csv,2,12/15/21 09:37:04,drink_4,0.021,2021-12-15 09:37:04,1639561024.0,2021-12-15,15,09:37:04,9,37,4,light,VDM_grape,26.82,041ABFF5CF,grape,2021-12-15 09:36:53.876016000,2021-12-15 09:37:20.696016000,light,3.0,0.0,same,3,577,34624,57,3457,207364,grape
60,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5529,c.br.o.g_fm_211213.csv,2,12/15/21 09:37:13,drink_4,0.021,2021-12-15 09:37:13,1639561033.0,2021-12-15,15,09:37:13,9,37,13,light,VDM_grape,26.82,041ABFF5CF,grape,2021-12-15 09:36:53.876016000,2021-12-15 09:37:20.696016000,light,3.0,0.0,same,3,577,34633,57,3457,207373,grape
61,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5541,c.br.o.g_fm_211213.csv,2,12/15/21 09:47:28,drink_4,0.021,2021-12-15 09:47:28,1639561648.0,2021-12-15,15,09:47:28,9,47,28,light,VDM_grape,2.417,041ABFF5CF,grape,2021-12-15 09:47:27.738038400,2021-12-15 09:47:30.155038400,light,3.0,0.0,same,3,587,35248,57,3467,207988,grape
62,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5542,c.br.o.g_fm_211213.csv,2,12/15/21 09:47:34,drink_4,0.021,2021-12-15 09:47:34,1639561654.0,2021-12-15,15,09:47:34,9,47,34,light,VDM_grape,1.873,041ABFF5CF,grape,2021-12-15 09:47:32.593977600,2021-12-15 09:47:34.466977600,light,3.0,0.0,same,3,587,35254,57,3467,207994,grape
63,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5545,c.br.o.g_fm_211213.csv,2,12/15/21 09:47:45,drink_4,0.021,2021-12-15 09:47:45,1639561665.0,2021-12-15,15,09:47:45,9,47,45,light,VDM_grape,1.976,041ABFF5CF,grape,2021-12-15 09:47:44.862000000,2021-12-15 09:47:46.838000000,light,3.0,0.0,same,3,587,35265,57,3467,208005,grape
64,flavor,21.12.13,2,041ABFF5CF,1616,467,male,29.5,,5558,c.br.o.g_fm_211213.csv,2,12/15/21 11:11:57,drink_4,0.021,2021-12-15 11:11:57,1639566717.0,2021-12-15,15,11:11:57,11,11,57,light,VDM_grape,24.077,041ABFF5CF,grape,2021-12-15 11:11:50.374982400,2021-12-15 11:12:14.451982400,light,3.0,0.0,same,3,671,40317,59,3551,213057,grape
