,VDM_file,Cage_VDM,VDM_Time,variable,value,VDM_datetime,VDM_timestamp,VDM_date,VDM_day,VDM_time,VDM_hour,VDM_min,VDM_second,ld_seg,VDM_drink,RFID_eventDuration,RFID_assign_id_pre,RFID_assign_var_pre,RFID_datetime_start_pre,RFID_datetime_end_pre,ld_cycle,ld_day,VDM_RFID_timediff,VDM_RFID_timediff_bool
1018,c.br.o.g_fm_211213.csv,6,12/15/21 05:02:39,drink_1,0.021,2021-12-15 05:02:39.000000000,1639544559.0,2021-12-15,15,05:02:39,5,2,39,dark_am,VDM_cherry,24.703,041AC006F3,cherry,2021-12-15 05:02:29.091984000,2021-12-15 05:02:53.794984000,dark,3.0,0.0,same
1019,c.br.o.g_fm_211213.csv,6,12/15/21 05:02:43,drink_1,0.021,2021-12-15 05:02:43.000000000,1639544563.0,2021-12-15,15,05:02:43,5,2,43,dark_am,VDM_cherry,24.703,041AC006F3,cherry,2021-12-15 05:02:29.091984000,2021-12-15 05:02:53.794984000,dark,3.0,0.0,same
1020,c.br.o.g_fm_211213.csv,6,12/15/21 05:04:09,drink_1,0.021,2021-12-15 05:04:09.000000000,1639544649.0,2021-12-15,15,05:04:09,5,4,9,dark_am,VDM_cherry,8.97,041AC033A1,cherry,2021-12-15 05:04:04.807027200,2021-12-15 05:04:13.777027200,dark,3.0,0.0,same
1021,c.br.o.g_fm_211213.csv,6,12/15/21 05:04:10,drink_1,0.021,2021-12-15 05:04:10.000000000,1639544650.0,2021-12-15,15,05:04:10,5,4,10,dark_am,VDM_cherry,8.97,041AC033A1,cherry,2021-12-15 05:04:04.807027200,2021-12-15 05:04:13.777027200,dark,3.0,0.0,same
1022,c.br.o.g_fm_211213.csv,6,12/15/21 05:04:13,drink_1,0.021,2021-12-15 05:04:13.000000000,1639544653.0,2021-12-15,15,05:04:13,5,4,13,dark_am,VDM_cherry,8.97,041AC033A1,cherry,2021-12-15 05:04:04.807027200,2021-12-15 05:04:13.777027200,dark,3.0,0.0,same
1023,c.br.o.g_fm_211213.csv,6,12/15/21 05:04:25,drink_1,0.021,2021-12-15 05:04:25.000000000,1639544665.0,2021-12-15,15,05:04:25,5,4,25,dark_am,VDM_cherry,4.99,041AC028F2,cherry,2021-12-15 05:04:20.166960000,2021-12-15 05:04:25.156960000,dark,3.0,0.0,same
1024,c.br.o.g_fm_211213.csv,6,12/15/21 05:04:26,drink_1,0.021,2021-12-15 05:04:26.000000000,1639544666.0,2021-12-15,15,05:04:26,5,4,26,dark_am,VDM_cherry,4.99,041AC028F2,cherry,2021-12-15 05:04:20.166960000,2021-12-15 05:04:25.156960000,dark,3.0,0.84304,diff
1025,c.br.o.g_fm_211213.csv,6,12/15/21 05:04:28,drink_1,0.021,2021-12-15 05:04:28.000000000,1639544668.0,2021-12-15,15,05:04:28,5,4,28,dark_am,VDM_cherry,24.63,041AC028F2,cherry,2021-12-15 05:04:26.276995200,2021-12-15 05:04:50.906995200,dark,3.0,0.0,same
1026,c.br.o.g_fm_211213.csv,5,12/15/21 05:04:39,drink_1,0.021,2021-12-15 05:04:39.000000000,1639544679.0,2021-12-15,15,05:04:39,5,4,39,dark_am,VDM_cherry,32.92,041ABFF7C1,cherry,2021-12-15 05:04:35.620982400,2021-12-15 05:05:08.540982400,dark,3.0,0.0,same
1027,c.br.o.g_fm_211213.csv,5,12/15/21 05:04:42,drink_1,0.021,2021-12-15 05:04:42.000000000,1639544682.0,2021-12-15,15,05:04:42,5,4,42,dark_am,VDM_cherry,32.92,041ABFF7C1,cherry,2021-12-15 05:04:35.620982400,2021-12-15 05:05:08.540982400,dark,3.0,0.0,same
1028,c.br.o.g_fm_211213.csv,5,12/15/21 05:04:44,drink_1,0.021,2021-12-15 05:04:44.000000000,1639544684.0,2021-12-15,15,05:04:44,5,4,44,dark_am,VDM_cherry,32.92,041ABFF7C1,cherry,2021-12-15 05:04:35.620982400,2021-12-15 05:05:08.540982400,dark,3.0,0.0,same
1029,c.br.o.g_fm_211213.csv,6,12/15/21 05:14:20,drink_1,0.021,2021-12-15 05:14:20.000000000,1639545260.0,2021-12-15,15,05:14:20,5,14,20,dark_am,VDM_cherry,22.007,041AC006F3,cherry,2021-12-15 05:14:14.934019200,2021-12-15 05:14:36.941019200,dark,3.0,0.0,same
1030,c.br.o.g_fm_211213.csv,6,12/15/21 05:14:23,drink_1,0.021,2021-12-15 05:14:23.000000000,1639545263.0,2021-12-15,15,05:14:23,5,14,23,dark_am,VDM_cherry,22.007,041AC006F3,cherry,2021-12-15 05:14:14.934019200,2021-12-15 05:14:36.941019200,dark,3.0,0.0,same
1031,c.br.o.g_fm_211213.csv,6,12/15/21 05:14:25,drink_1,0.021,2021-12-15 05:14:25.000000000,1639545265.0,2021-12-15,15,05:14:25,5,14,25,dark_am,VDM_cherry,22.007,041AC006F3,cherry,2021-12-15 05:14:14.934019200,2021-12-15 05:14:36.941019200,dark,3.0,0.0,same
1032,c.br.o.g_fm_211213.csv,6,12/15/21 05:14:28,drink_1,0.021,2021-12-15 05:14:28.000000000,1639545268.0,2021-12-15,15,05:14:28,5,14,28,dark_am,VDM_cherry,22.007,041AC006F3,cherry,2021-12-15 05:14:14.934019200,2021-12-15 05:14:36.941019200,dark,3.0,0.0,same
1033,c.br.o.g_fm_211213.csv,5,12/15/21 05:16:26,drink_1,0.021,2021-12-15 05:16:26.000000000,1639545386.0,2021-12-15,15,05:16:26,5,16,26,dark_am,VDM_cherry,5.335,041ABFF7C1,cherry,2021-12-15 05:16:20.371008000,2021-12-15 05:16:25.706008000,dark,3.0,0.293992,diff
1034,c.br.o.g_fm_211213.csv,5,12/15/21 05:16:29,drink_1,0.021,2021-12-15 05:16:29.000000000,1639545389.0,2021-12-15,15,05:16:29,5,16,29,dark_am,VDM_cherry,5.335,041ABFF7C1,cherry,2021-12-15 05:16:20.371008000,2021-12-15 05:16:25.706008000,dark,3.0,3.293992,diff
1035,c.br.o.g_fm_211213.csv,5,12/15/21 05:16:58,drink_1,0.021,2021-12-15 05:16:58.000000000,1639545418.0,2021-12-15,15,05:16:58,5,16,58,dark_am,VDM_cherry,5.263,041ABFF7C1,cherry,2021-12-15 05:16:56.899977600,2021-12-15 05:17:02.162977600,dark,3.0,0.0,same
1036,c.br.o.g_fm_211213.csv,6,12/15/21 05:17:36,drink_1,0.021,2021-12-15 05:17:36.000000000,1639545456.0,2021-12-15,15,05:17:36,5,17,36,dark_am,VDM_cherry,23.35,041AC033A1,cherry,2021-12-15 05:17:31.386969600,2021-12-15 05:17:54.736969600,dark,3.0,0.0,same
1037,c.br.o.g_fm_211213.csv,6,12/15/21 05:17:39,drink_1,0.021,2021-12-15 05:17:39.000000000,1639545459.0,2021-12-15,15,05:17:39,5,17,39,dark_am,VDM_cherry,23.35,041AC033A1,cherry,2021-12-15 05:17:31.386969600,2021-12-15 05:17:54.736969600,dark,3.0,0.0,same
1038,c.br.o.g_fm_211213.csv,5,12/15/21 05:17:50,drink_1,0.021,2021-12-15 05:17:50.000000000,1639545470.0,2021-12-15,15,05:17:50,5,17,50,dark_am,VDM_cherry,17.532,041AC00EFA,cherry,2021-12-15 05:17:42.261964800,2021-12-15 05:17:59.793964800,dark,3.0,0.0,same
1039,c.br.o.g_fm_211213.csv,5,12/15/21 05:17:52,drink_1,0.021,2021-12-15 05:17:52.000000000,1639545472.0,2021-12-15,15,05:17:52,5,17,52,dark_am,VDM_cherry,17.532,041AC00EFA,cherry,2021-12-15 05:17:42.261964800,2021-12-15 05:17:59.793964800,dark,3.0,0.0,same
1040,c.br.o.g_fm_211213.csv,5,12/15/21 05:17:56,drink_1,0.021,2021-12-15 05:17:56.000000000,1639545476.0,2021-12-15,15,05:17:56,5,17,56,dark_am,VDM_cherry,17.532,041AC00EFA,cherry,2021-12-15 05:17:42.261964800,2021-12-15 05:17:59.793964800,dark,3.0,0.0,same
1041,c.br.o.g_fm_211213.csv,5,12/15/21 05:18:19,drink_1,0.021,2021-12-15 05:18:19.000000000,1639545499.0,2021-12-15,15,05:18:19,5,18,19,dark_am,VDM_cherry,7.618,041AC00EFA,cherry,2021-12-15 05:18:09.216000000,2021-12-15 05:18:16.834000000,dark,3.0,2.166,diff
1042,c.br.o.g_fm_211213.csv,6,12/15/21 05:19:56,drink_1,0.021,2021-12-15 05:19:56.000000000,1639545596.0,2021-12-15,15,05:19:56,5,19,56,dark_am,VDM_cherry,16.511,041AC028F2,cherry,2021-12-15 05:19:44.350003200,2021-12-15 05:20:00.861003200,dark,3.0,0.0,same
1043,c.br.o.g_fm_211213.csv,6,12/15/21 05:19:59,drink_1,0.021,2021-12-15 05:19:59.000000000,1639545599.0,2021-12-15,15,05:19:59,5,19,59,dark_am,VDM_cherry,16.511,041AC028F2,cherry,2021-12-15 05:19:44.350003200,2021-12-15 05:20:00.861003200,dark,3.0,0.0,same
1044,c.br.o.g_fm_211213.csv,7,12/15/21 05:21:09,drink_1,0.021,2021-12-15 05:21:09.000000000,1639545669.0,2021-12-15,15,05:21:09,5,21,9,dark_am,VDM_cherry,16.699,041AC02849,cherry,2021-12-15 05:21:03.303014400,2021-12-15 05:21:20.002014400,dark,3.0,0.0,same
1045,c.br.o.g_fm_211213.csv,6,12/15/21 05:21:36,drink_1,0.021,2021-12-15 05:21:36.000000000,1639545696.0,2021-12-15,15,05:21:36,5,21,36,dark_am,VDM_cherry,34.393,041AC033A1,cherry,2021-12-15 05:21:29.775974400,2021-12-15 05:22:04.168974400,dark,3.0,0.0,same
1046,c.br.o.g_fm_211213.csv,6,12/15/21 05:21:38,drink_1,0.021,2021-12-15 05:21:38.000000000,1639545698.0,2021-12-15,15,05:21:38,5,21,38,dark_am,VDM_cherry,34.393,041AC033A1,cherry,2021-12-15 05:21:29.775974400,2021-12-15 05:22:04.168974400,dark,3.0,0.0,same
1047,c.br.o.g_fm_211213.csv,6,12/15/21 05:21:41,drink_1,0.021,2021-12-15 05:21:41.000000000,1639545701.0,2021-12-15,15,05:21:41,5,21,41,dark_am,VDM_cherry,34.393,041AC033A1,cherry,2021-12-15 05:21:29.775974400,2021-12-15 05:22:04.168974400,dark,3.0,0.0,same
1048,c.br.o.g_fm_211213.csv,6,12/15/21 05:22:48,drink_1,0.021,2021-12-15 05:22:48.000000000,1639545768.0,2021-12-15,15,05:22:48,5,22,48,dark_am,VDM_cherry,9.745,041AC006F3,cherry,2021-12-15 05:22:41.309990400,2021-12-15 05:22:51.054990400,dark,3.0,0.0,same
1049,c.br.o.g_fm_211213.csv,6,12/15/21 05:22:51,drink_1,0.021,2021-12-15 05:22:51.000000000,1639545771.0,2021-12-15,15,05:22:51,5,22,51,dark_am,VDM_cherry,9.745,041AC006F3,cherry,2021-12-15 05:22:41.309990400,2021-12-15 05:22:51.054990400,dark,3.0,0.0,same
1050,c.br.o.g_fm_211213.csv,6,12/15/21 05:43:01,drink_1,0.021,2021-12-15 05:43:01.000000000,1639546981.0,2021-12-15,15,05:43:01,5,43,1,dark_am,VDM_cherry,0.672,041AC033A1,cherry,2021-12-15 05:42:56.409004800,2021-12-15 05:42:57.081004800,dark,3.0,3.918995,diff
1051,c.br.o.g_fm_211213.csv,6,12/15/21 05:43:09,drink_1,0.021,2021-12-15 05:43:09.000000000,1639546989.0,2021-12-15,15,05:43:09,5,43,9,dark_am,VDM_cherry,0.344,041AC033A1,cherry,2021-12-15 05:43:06.660019200,2021-12-15 05:43:07.004019200,dark,3.0,1.99598,diff
1052,c.br.o.g_fm_211213.csv,6,12/15/21 05:43:15,drink_1,0.021,2021-12-15 05:43:15.000000000,1639546995.0,2021-12-15,15,05:43:15,5,43,15,dark_am,VDM_cherry,0.075,041AC006F3,cherry,2021-12-15 05:43:12.427996800,2021-12-15 05:43:12.502996800,dark,3.0,2.497003,diff
1053,c.br.o.g_fm_211213.csv,6,12/15/21 05:46:52,drink_1,0.021,2021-12-15 05:46:52.000000000,1639547212.0,2021-12-15,15,05:46:52,5,46,52,dark_am,VDM_cherry,10.145,041AC033A1,cherry,2021-12-15 05:46:46.954963200,2021-12-15 05:46:57.099963200,dark,3.0,0.0,same
1054,c.br.o.g_fm_211213.csv,6,12/15/21 05:46:55,drink_1,0.021,2021-12-15 05:46:55.000000000,1639547215.0,2021-12-15,15,05:46:55,5,46,55,dark_am,VDM_cherry,10.145,041AC033A1,cherry,2021-12-15 05:46:46.954963200,2021-12-15 05:46:57.099963200,dark,3.0,0.0,same
1055,c.br.o.g_fm_211213.csv,6,12/15/21 05:57:13,drink_1,0.021,2021-12-15 05:57:13.000000000,1639547833.0,2021-12-15,15,05:57:13,5,57,13,dark_am,VDM_cherry,31.45,041AC033A1,cherry,2021-12-15 05:57:07.475011200,2021-12-15 05:57:38.925011200,dark,3.0,0.0,same
1056,c.br.o.g_fm_211213.csv,6,12/15/21 05:57:16,drink_1,0.021,2021-12-15 05:57:16.000000000,1639547836.0,2021-12-15,15,05:57:16,5,57,16,dark_am,VDM_cherry,31.45,041AC033A1,cherry,2021-12-15 05:57:07.475011200,2021-12-15 05:57:38.925011200,dark,3.0,0.0,same
1057,c.br.o.g_fm_211213.csv,6,12/15/21 05:58:56,drink_1,0.021,2021-12-15 05:58:56.000000000,1639547936.0,2021-12-15,15,05:58:56,5,58,56,dark_am,VDM_cherry,1.632,041AC028F2,cherry,2021-12-15 05:58:55.389043200,2021-12-15 05:58:57.021043200,dark,3.0,0.0,same
1058,c.br.o.g_fm_211213.csv,6,12/15/21 05:58:59,drink_1,0.021,2021-12-15 05:58:59.000000000,1639547939.0,2021-12-15,15,05:58:59,5,58,59,dark_am,VDM_cherry,5.107,041AC033A1,cherry,2021-12-15 05:58:57.490982400,2021-12-15 05:59:02.597982400,dark,3.0,0.0,same
1059,c.br.o.g_fm_211213.csv,6,12/15/21 05:59:26,drink_1,0.021,2021-12-15 05:59:26.000000000,1639547966.0,2021-12-15,15,05:59:26,5,59,26,dark_am,VDM_cherry,4.4959999999999996,041AC033A1,cherry,2021-12-15 05:59:23.450035200,2021-12-15 05:59:27.946035200,dark,3.0,0.0,same
1060,c.br.o.g_fm_211213.csv,6,12/15/21 06:01:56,drink_1,0.021,2021-12-15 06:01:56.000000000,1639548116.0,2021-12-15,15,06:01:56,6,1,56,light,VDM_cherry,0.933,041AC028F2,cherry,2021-12-15 06:01:55.753968000,2021-12-15 06:01:56.686968000,light,3.0,0.0,same
1061,c.br.o.g_fm_211213.csv,2,12/15/21 06:08:55,drink_1,0.021,2021-12-15 06:08:55.000000000,1639548535.0,2021-12-15,15,06:08:55,6,8,55,light,VDM_cherry,4.605,041ABFF18E,cherry,2021-12-15 06:07:22.638000000,2021-12-15 06:07:27.243000000,light,3.0,87.757,diff
1062,c.br.o.g_fm_211213.csv,6,12/15/21 06:14:26,drink_1,0.021,2021-12-15 06:14:26.000000000,1639548866.0,2021-12-15,15,06:14:26,6,14,26,light,VDM_cherry,5.992,041AC028F2,cherry,2021-12-15 06:14:21.275980800,2021-12-15 06:14:27.267980800,light,3.0,0.0,same
1063,c.br.o.g_fm_211213.csv,6,12/15/21 06:17:16,drink_1,0.021,2021-12-15 06:17:16.000000000,1639549036.0,2021-12-15,15,06:17:16,6,17,16,light,VDM_cherry,0.82,041AC006F3,cherry,2021-12-15 06:17:07.203033600,2021-12-15 06:17:08.023033600,light,3.0,7.976966,diff
1064,c.br.o.g_fm_211213.csv,6,12/15/21 06:23:56,drink_1,0.021,2021-12-15 06:23:56.000000000,1639549436.0,2021-12-15,15,06:23:56,6,23,56,light,VDM_cherry,6.026,041AC006F3,cherry,2021-12-15 06:23:52.862006400,2021-12-15 06:23:58.888006400,light,3.0,0.0,same
1065,c.br.o.g_fm_211213.csv,6,12/15/21 06:23:59,drink_1,0.021,2021-12-15 06:23:59.000000000,1639549439.0,2021-12-15,15,06:23:59,6,23,59,light,VDM_cherry,6.026,041AC006F3,cherry,2021-12-15 06:23:52.862006400,2021-12-15 06:23:58.888006400,light,3.0,0.111993,diff
1066,c.br.o.g_fm_211213.csv,6,12/15/21 06:24:02,drink_1,0.021,2021-12-15 06:24:02.000000000,1639549442.0,2021-12-15,15,06:24:02,6,24,2,light,VDM_cherry,0.075,041AC033A1,cherry,2021-12-15 06:24:00.775036800,2021-12-15 06:24:00.850036800,light,3.0,1.149963,diff
1067,c.br.o.g_fm_211213.csv,6,12/15/21 06:24:15,drink_1,0.021,2021-12-15 06:24:15.000000000,1639549455.0,2021-12-15,15,06:24:15,6,24,15,light,VDM_cherry,18.949,041AC028F2,cherry,2021-12-15 06:24:04.689993600,2021-12-15 06:24:23.638993600,light,3.0,0.0,same
1068,c.br.o.g_fm_211213.csv,6,12/15/21 06:25:52,drink_1,0.021,2021-12-15 06:25:52.000000000,1639549552.0,2021-12-15,15,06:25:52,6,25,52,light,VDM_cherry,22.449,041AC028F2,cherry,2021-12-15 06:25:30.398016000,2021-12-15 06:25:52.847016000,light,3.0,0.0,same
1069,c.br.o.g_fm_211213.csv,6,12/15/21 06:25:55,drink_1,0.021,2021-12-15 06:25:55.000000000,1639549555.0,2021-12-15,15,06:25:55,6,25,55,light,VDM_cherry,22.449,041AC028F2,cherry,2021-12-15 06:25:30.398016000,2021-12-15 06:25:52.847016000,light,3.0,2.152984,diff
1070,c.br.o.g_fm_211213.csv,6,12/15/21 06:27:56,drink_1,0.021,2021-12-15 06:27:56.000000000,1639549676.0,2021-12-15,15,06:27:56,6,27,56,light,VDM_cherry,2.117,041AC028F2,cherry,2021-12-15 06:27:55.144972800,2021-12-15 06:27:57.261972800,light,3.0,0.0,same
1071,c.br.o.g_fm_211213.csv,6,12/15/21 06:28:50,drink_1,0.021,2021-12-15 06:28:50.000000000,1639549730.0,2021-12-15,15,06:28:50,6,28,50,light,VDM_cherry,1.809,041AC033A1,cherry,2021-12-15 06:28:46.951017600,2021-12-15 06:28:48.760017600,light,3.0,1.239982,diff
1072,c.br.o.g_fm_211213.csv,6,12/15/21 06:28:52,drink_1,0.021,2021-12-15 06:28:52.000000000,1639549732.0,2021-12-15,15,06:28:52,6,28,52,light,VDM_cherry,1.809,041AC033A1,cherry,2021-12-15 06:28:46.951017600,2021-12-15 06:28:48.760017600,light,3.0,3.239982,diff
1073,c.br.o.g_fm_211213.csv,6,12/15/21 06:28:55,drink_1,0.021,2021-12-15 06:28:55.000000000,1639549735.0,2021-12-15,15,06:28:55,6,28,55,light,VDM_cherry,2.173,041AC033A1,cherry,2021-12-15 06:28:54.434035200,2021-12-15 06:28:56.607035200,light,3.0,0.0,same
1074,c.br.o.g_fm_211213.csv,6,12/15/21 06:36:38,drink_1,0.021,2021-12-15 06:36:38.000000000,1639550198.0,2021-12-15,15,06:36:38,6,36,38,light,VDM_cherry,5.369,041AC028F2,cherry,2021-12-15 06:36:31.851014400,2021-12-15 06:36:37.220014400,light,3.0,0.779985,diff
1075,c.br.o.g_fm_211213.csv,6,12/15/21 06:36:41,drink_1,0.021,2021-12-15 06:36:41.000000000,1639550201.0,2021-12-15,15,06:36:41,6,36,41,light,VDM_cherry,0.22,041AC028F2,cherry,2021-12-15 06:36:40.731984000,2021-12-15 06:36:40.951984000,light,3.0,0.048016,diff
1076,c.br.o.g_fm_211213.csv,6,12/15/21 06:36:43,drink_1,0.021,2021-12-15 06:36:43.000000000,1639550203.0,2021-12-15,15,06:36:43,6,36,43,light,VDM_cherry,0.22,041AC028F2,cherry,2021-12-15 06:36:40.731984000,2021-12-15 06:36:40.951984000,light,3.0,2.048016,diff
1077,c.br.o.g_fm_211213.csv,6,12/15/21 06:41:33,drink_1,0.021,2021-12-15 06:41:33.000000000,1639550493.0,2021-12-15,15,06:41:33,6,41,33,light,VDM_cherry,0.599,041AC028F2,cherry,2021-12-15 06:41:31.558012800,2021-12-15 06:41:32.157012800,light,3.0,0.842987,diff
1078,c.br.o.g_fm_211213.csv,3,12/15/21 06:42:57,drink_1,0.022,2021-12-15 06:42:57.000000000,1639550577.0,2021-12-15,15,06:42:57,6,42,57,light,VDM_cherry,3.924,041AC03717,cherry,2021-12-15 06:37:06.548995200,2021-12-15 06:37:10.472995200,light,3.0,346.527004,diff
1079,c.br.o.g_fm_211213.csv,6,12/15/21 06:51:50,drink_1,0.021,2021-12-15 06:51:50.000000000,1639551110.0,2021-12-15,15,06:51:50,6,51,50,light,VDM_cherry,5.132,041AC033A1,cherry,2021-12-15 06:51:42.596006400,2021-12-15 06:51:47.728006400,light,3.0,2.271993,diff
1080,c.br.o.g_fm_211213.csv,6,12/15/21 06:51:54,drink_1,0.021,2021-12-15 06:51:54.000000000,1639551114.0,2021-12-15,15,06:51:54,6,51,54,light,VDM_cherry,0.124,041AC033A1,cherry,2021-12-15 06:51:53.100000000,2021-12-15 06:51:53.224000000,light,3.0,0.776,diff
1081,c.br.o.g_fm_211213.csv,6,12/15/21 06:55:30,drink_1,0.021,2021-12-15 06:55:30.000000000,1639551330.0,2021-12-15,15,06:55:30,6,55,30,light,VDM_cherry,13.823,041AC028F2,cherry,2021-12-15 06:55:27.591974400,2021-12-15 06:55:41.414974400,light,3.0,0.0,same
1082,c.br.o.g_fm_211213.csv,5,12/15/21 06:58:17,drink_1,0.021,2021-12-15 06:58:17.000000000,1639551497.0,2021-12-15,15,06:58:17,6,58,17,light,VDM_cherry,11.922,041AC00422,cherry,2021-12-15 06:58:13.446969600,2021-12-15 06:58:25.368969600,light,3.0,0.0,same
1083,c.br.o.g_fm_211213.csv,5,12/15/21 06:58:24,drink_1,0.021,2021-12-15 06:58:24.000000000,1639551504.0,2021-12-15,15,06:58:24,6,58,24,light,VDM_cherry,11.922,041AC00422,cherry,2021-12-15 06:58:13.446969600,2021-12-15 06:58:25.368969600,light,3.0,0.0,same
1084,c.br.o.g_fm_211213.csv,5,12/15/21 06:58:35,drink_1,0.021,2021-12-15 06:58:35.000000000,1639551515.0,2021-12-15,15,06:58:35,6,58,35,light,VDM_cherry,12.021,041ABFF7C1,cherry,2021-12-15 06:58:30.151977600,2021-12-15 06:58:42.172977600,light,3.0,0.0,same
1085,c.br.o.g_fm_211213.csv,5,12/15/21 06:58:40,drink_1,0.021,2021-12-15 06:58:40.000000000,1639551520.0,2021-12-15,15,06:58:40,6,58,40,light,VDM_cherry,12.021,041ABFF7C1,cherry,2021-12-15 06:58:30.151977600,2021-12-15 06:58:42.172977600,light,3.0,0.0,same
1086,c.br.o.g_fm_211213.csv,5,12/15/21 06:58:43,drink_1,0.021,2021-12-15 06:58:43.000000000,1639551523.0,2021-12-15,15,06:58:43,6,58,43,light,VDM_cherry,12.021,041ABFF7C1,cherry,2021-12-15 06:58:30.151977600,2021-12-15 06:58:42.172977600,light,3.0,0.827022,diff
1087,c.br.o.g_fm_211213.csv,8,12/15/21 07:18:49,drink_1,0.021,2021-12-15 07:18:49.000000000,1639552729.0,2021-12-15,15,07:18:49,7,18,49,light,VDM_cherry,0.075,041ABFEC1B,cherry,2021-12-15 06:25:22.303977600,2021-12-15 06:25:22.378977600,light,3.0,3206.621022,diff
1088,c.br.o.g_fm_211213.csv,6,12/15/21 07:57:19,drink_1,0.021,2021-12-15 07:57:19.000000000,1639555039.0,2021-12-15,15,07:57:19,7,57,19,light,VDM_cherry,1.171,041AC033A1,cherry,2021-12-15 07:57:17.198956800,2021-12-15 07:57:18.369956800,light,3.0,0.630043,diff
1089,c.br.o.g_fm_211213.csv,6,12/15/21 07:57:23,drink_1,0.021,2021-12-15 07:57:23.000000000,1639555043.0,2021-12-15,15,07:57:23,7,57,23,light,VDM_cherry,7.166,041AC033A1,cherry,2021-12-15 07:57:19.518969600,2021-12-15 07:57:26.684969600,light,3.0,0.0,same
1090,c.br.o.g_fm_211213.csv,6,12/15/21 07:57:24,drink_1,0.021,2021-12-15 07:57:24.000000000,1639555044.0,2021-12-15,15,07:57:24,7,57,24,light,VDM_cherry,7.166,041AC033A1,cherry,2021-12-15 07:57:19.518969600,2021-12-15 07:57:26.684969600,light,3.0,0.0,same
1091,c.br.o.g_fm_211213.csv,5,12/15/21 08:01:04,drink_1,0.021,2021-12-15 08:01:04.000000000,1639555264.0,2021-12-15,15,08:01:04,8,1,4,light,VDM_cherry,2.379,041ABFF7C1,cherry,2021-12-15 08:00:59.277974400,2021-12-15 08:01:01.656974400,light,3.0,2.343025,diff
1092,c.br.o.g_fm_211213.csv,5,12/15/21 08:01:07,drink_1,0.021,2021-12-15 08:01:07.000000000,1639555267.0,2021-12-15,15,08:01:07,8,1,7,light,VDM_cherry,2.379,041ABFF7C1,cherry,2021-12-15 08:00:59.277974400,2021-12-15 08:01:01.656974400,light,3.0,5.343025,diff
1093,c.br.o.g_fm_211213.csv,5,12/15/21 08:01:10,drink_1,0.021,2021-12-15 08:01:10.000000000,1639555270.0,2021-12-15,15,08:01:10,8,1,10,light,VDM_cherry,2.379,041ABFF7C1,cherry,2021-12-15 08:00:59.277974400,2021-12-15 08:01:01.656974400,light,3.0,8.343025,diff
1094,c.br.o.g_fm_211213.csv,6,12/15/21 08:01:34,drink_1,0.021,2021-12-15 08:01:34.000000000,1639555294.0,2021-12-15,15,08:01:34,8,1,34,light,VDM_cherry,0.268,041AC028F2,cherry,2021-12-15 08:01:32.917987200,2021-12-15 08:01:33.185987200,light,3.0,0.814012,diff
1095,c.br.o.g_fm_211213.csv,5,12/15/21 08:02:31,drink_1,0.021,2021-12-15 08:02:31.000000000,1639555351.0,2021-12-15,15,08:02:31,8,2,31,light,VDM_cherry,40.61,041AC00EFA,cherry,2021-12-15 08:02:25.707955200,2021-12-15 08:03:06.317955200,light,3.0,0.0,same
1096,c.br.o.g_fm_211213.csv,5,12/15/21 08:02:33,drink_1,0.021,2021-12-15 08:02:33.000000000,1639555353.0,2021-12-15,15,08:02:33,8,2,33,light,VDM_cherry,40.61,041AC00EFA,cherry,2021-12-15 08:02:25.707955200,2021-12-15 08:03:06.317955200,light,3.0,0.0,same
1097,c.br.o.g_fm_211213.csv,5,12/15/21 08:02:36,drink_1,0.021,2021-12-15 08:02:36.000000000,1639555356.0,2021-12-15,15,08:02:36,8,2,36,light,VDM_cherry,40.61,041AC00EFA,cherry,2021-12-15 08:02:25.707955200,2021-12-15 08:03:06.317955200,light,3.0,0.0,same
1098,c.br.o.g_fm_211213.csv,5,12/15/21 08:02:38,drink_1,0.021,2021-12-15 08:02:38.000000000,1639555358.0,2021-12-15,15,08:02:38,8,2,38,light,VDM_cherry,40.61,041AC00EFA,cherry,2021-12-15 08:02:25.707955200,2021-12-15 08:03:06.317955200,light,3.0,0.0,same
1099,c.br.o.g_fm_211213.csv,5,12/15/21 08:02:41,drink_1,0.021,2021-12-15 08:02:41.000000000,1639555361.0,2021-12-15,15,08:02:41,8,2,41,light,VDM_cherry,40.61,041AC00EFA,cherry,2021-12-15 08:02:25.707955200,2021-12-15 08:03:06.317955200,light,3.0,0.0,same
1100,c.br.o.g_fm_211213.csv,5,12/15/21 08:02:49,drink_1,0.042,2021-12-15 08:02:49.000000000,1639555369.0,2021-12-15,15,08:02:49,8,2,49,light,VDM_cherry,40.61,041AC00EFA,cherry,2021-12-15 08:02:25.707955200,2021-12-15 08:03:06.317955200,light,3.0,0.0,same
1101,c.br.o.g_fm_211213.csv,6,12/15/21 08:10:26,drink_1,0.021,2021-12-15 08:10:26.000000000,1639555826.0,2021-12-15,15,08:10:26,8,10,26,light,VDM_cherry,4.026,041AC006F3,cherry,2021-12-15 08:10:25.646995200,2021-12-15 08:10:29.672995200,light,3.0,0.0,same
1102,c.br.o.g_fm_211213.csv,6,12/15/21 08:10:55,drink_1,0.021,2021-12-15 08:10:55.000000000,1639555855.0,2021-12-15,15,08:10:55,8,10,55,light,VDM_cherry,23.035,041AC006F3,cherry,2021-12-15 08:10:42.991017600,2021-12-15 08:11:06.026017600,light,3.0,0.0,same
